group_col,group,n_rows,base_pred_at_zero,best_promo_intensity,best_lift_vs_zero,best_lift_pct_vs_zero,turning_promo_intensity,turning_marginal
overall,overall,123813,15747.487272798246,13199.380000000025,15.023548521205155,0.0009539326607783,20960.03999999997,-0.005613765283815545
