slice,state_col,q30,q70,group_col,group,n_rows,base_pred_at_zero,best_promo_intensity,best_lift_vs_zero,best_lift_pct_vs_zero,turning_promo_intensity,turning_marginal
mid_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,C_tail@Tail_heavy_store,24633,7766.447193923777,5322.449999999999,8.084404233279201,0.0010409398314848756,164.07999999999998,-0.003163182907822116
high_sales,sales_lag_1,2815.582,16515.355999999996,overall,overall,37144,40238.99788144198,5322.449999999999,95.84576873099286,0.00238191241773435,164.07999999999998,-0.02107230487959135
high_sales,sales_lag_1,2815.582,16515.355999999996,tier,A_core,22195,45960.351381381304,5322.449999999999,47.110238127766934,0.001025019102592228,164.07999999999998,-0.007788061257837388
high_sales,sales_lag_1,2815.582,16515.355999999996,tier,B_holiday,5394,32778.58930852135,5322.449999999999,264.83107578098134,0.008079392108315474,164.07999999999998,-0.09717721823728966
high_sales,sales_lag_1,2815.582,16515.355999999996,tier,C_tail,9555,31160.609907729846,5322.449999999999,113.6561670052688,0.0036474307576718746,164.07999999999998,-0.008967007604318273
high_sales,sales_lag_1,2815.582,16515.355999999996,store_profile,Core_driven_store,4272,37826.90525564911,5322.449999999999,16.550603740608494,0.0004375352313056805,164.07999999999998,-0.005219838353999862
high_sales,sales_lag_1,2815.582,16515.355999999996,store_profile,Holiday_driven_store,2078,41927.130463290145,5322.449999999999,269.79294193180976,0.006434805791634859,164.07999999999998,-0.028279473445838813
high_sales,sales_lag_1,2815.582,16515.355999999996,store_profile,Tail_heavy_store,30794,40459.70711675752,5322.449999999999,95.10818085437495,0.0023506888119559136,164.07999999999998,-0.022785146365530005
high_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,A_core@Core_driven_store,3081,41530.906103057336,5322.449999999999,14.338607477373444,0.00034525149636255813,164.07999999999998,-0.004460884363240928
high_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,A_core@Holiday_driven_store,1043,49300.72253592763,5322.449999999999,171.31022803059022,0.0034748015692011177,164.07999999999998,-0.011184495402034133
high_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,A_core@Tail_heavy_store,18071,46522.75046213636,5322.449999999999,45.529185865292675,0.00097864346826071,164.07999999999998,-0.00815929423888737
high_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,B_holiday@Holiday_driven_store,567,37932.08095914595,5322.449999999999,435.74009874444164,0.011487376588006007,164.07999999999998,-0.06937378242589877
high_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,B_holiday@Tail_heavy_store,4672,32346.82423640267,5322.449999999999,250.33687419146372,0.007739148435775591,164.07999999999998,-0.10220765982051405
high_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,C_tail@Core_driven_store,1036,28440.115400345752,5322.449999999999,14.156968137180229,0.0004977816699368288,164.07999999999998,-0.0011876166699558727
high_sales,sales_lag_1,2815.582,16515.355999999996,tier_store_profile,C_tail@Tail_heavy_store,8051,31558.717490956635,5322.449999999999,116.3122006253725,0.0036855807166023954,164.07999999999998,-0.009524904273857581
