group_col,group,promo_value,promo_intensity,promo_value_log,pred_sales,pred_mean_sales,lift_vs_zero,lift_pct_vs_zero,n_rows
tier_store_profile,A_core@Core_driven_store,164.07999999999998,164.07999999999998,5.106430204884381,23371.739507830258,23371.739507830258,-0.38690788624080596,-1.655424411792635e-05,6647
tier_store_profile,A_core@Core_driven_store,13199.380000000023,13199.380000000023,9.488000896038889,23374.052917907033,23374.052917907033,1.9265021905339381,8.242733914182789e-05,6647
tier_store_profile,A_core@Core_driven_store,20960.03999999997,20960.03999999997,9.95042075552464,23355.686729180587,23355.686729180587,-16.439686535912188,-0.0007033885682244719,6647
tier_store_profile,A_core@Core_driven_store,36311.849999999926,36311.849999999926,10.499926952102031,23272.207477352324,23272.207477352324,-99.91893836417512,-0.00427513254835833,6647
tier_store_profile,A_core@Core_driven_store,48272.029999999984,48272.029999999984,10.784628298592482,23301.532876395384,23301.532876395384,-70.5935393211148,-0.0030204157749910356,6647
tier_store_profile,A_core@Core_driven_store,96513.93000000005,96513.93000000005,11.47745299038585,22832.053891060477,22832.053891060477,-540.0725246560214,-0.023107547642428106,6647
tier_store_profile,A_core@Holiday_driven_store,164.07999999999998,164.07999999999998,5.106430204884381,39383.446461230196,39383.446461230196,-1.3662123781614355,-3.4688812397905096e-05,1401
tier_store_profile,A_core@Holiday_driven_store,13199.380000000023,13199.380000000023,9.488000896038889,39485.13760627977,39485.13760627977,100.32493267141399,0.002547299983443654,1401
tier_store_profile,A_core@Holiday_driven_store,20960.03999999997,20960.03999999997,9.95042075552464,39434.24219229461,39434.24219229461,49.42951868625096,0.0012550400860322874,1401
tier_store_profile,A_core@Holiday_driven_store,36311.849999999926,36311.849999999926,10.499926952102031,39374.07430603137,39374.07430603137,-10.738367576988821,-0.0002726524984638195,1401
tier_store_profile,A_core@Holiday_driven_store,48272.029999999984,48272.029999999984,10.784628298592482,39474.399367884325,39474.399367884325,89.5866942759676,0.0022746507649635053,1401
tier_store_profile,A_core@Holiday_driven_store,96513.93000000005,96513.93000000005,11.47745299038585,38704.07978915691,38704.07978915691,-680.7328844514486,-0.017284146812956803,1401
tier_store_profile,A_core@Tail_heavy_store,164.07999999999998,164.07999999999998,5.106430204884381,38172.729534915736,38172.729534915736,-1.0420798884370015,-2.729832144835467e-05,23505
tier_store_profile,A_core@Tail_heavy_store,13199.380000000023,13199.380000000023,9.488000896038889,38188.47160293525,38188.47160293525,14.69998813107668,0.000385080842401642,23505
tier_store_profile,A_core@Tail_heavy_store,20960.03999999997,20960.03999999997,9.95042075552464,38122.5439989816,38122.5439989816,-51.22761582257226,-0.001341958461414006,23505
tier_store_profile,A_core@Tail_heavy_store,36311.849999999926,36311.849999999926,10.499926952102031,37973.86412018377,37973.86412018377,-199.9074946204055,-0.00523677609426676,23505
tier_store_profile,A_core@Tail_heavy_store,48272.029999999984,48272.029999999984,10.784628298592482,38020.10120565908,38020.10120565908,-153.67040914509562,-0.004025549549982132,23505
tier_store_profile,A_core@Tail_heavy_store,96513.93000000005,96513.93000000005,11.47745299038585,37466.21552343314,37466.21552343314,-707.556091371036,-0.0185351371227002,23505
tier_store_profile,B_holiday@Core_driven_store,164.07999999999998,164.07999999999998,5.106430204884381,2652.587343170734,2652.587343170734,-2.9999275114332704,-0.0011296663244897422,4179
tier_store_profile,B_holiday@Core_driven_store,13199.380000000023,13199.380000000023,9.488000896038889,2659.345612102871,2659.345612102871,3.7583414207038004,0.001415258109645313,4179
tier_store_profile,B_holiday@Core_driven_store,20960.03999999997,20960.03999999997,9.95042075552464,2633.4157887516362,2633.4157887516362,-22.171481930531172,-0.008348993902518503,4179
tier_store_profile,B_holiday@Core_driven_store,36311.849999999926,36311.849999999926,10.499926952102031,2549.45753224559,2549.45753224559,-106.12973843657755,-0.039964696174083915,4179
tier_store_profile,B_holiday@Core_driven_store,48272.029999999984,48272.029999999984,10.784628298592482,2578.5849547023563,2578.5849547023563,-77.0023159798111,-0.02899634172445432,4179
tier_store_profile,B_holiday@Core_driven_store,96513.93000000005,96513.93000000005,11.47745299038585,2339.1364871473606,2339.1364871473606,-316.45078353480676,-0.11916414385188587,4179
tier_store_profile,B_holiday@Holiday_driven_store,164.07999999999998,164.07999999999998,5.106430204884381,20004.080141406077,20004.080141406077,-6.190248108676315,-0.0003093535463628699,1357
tier_store_profile,B_holiday@Holiday_driven_store,13199.380000000023,13199.380000000023,9.488000896038889,20167.84599871276,20167.84599871276,157.57560919800744,0.007874736629274934,1357
tier_store_profile,B_holiday@Holiday_driven_store,20960.03999999997,20960.03999999997,9.95042075552464,20140.540658341375,20140.540658341375,130.27026882662176,0.006510170342070065,1357
tier_store_profile,B_holiday@Holiday_driven_store,36311.849999999926,36311.849999999926,10.499926952102031,19983.110508881135,19983.110508881135,-27.15988063361874,-0.0013572970332200176,1357
tier_store_profile,B_holiday@Holiday_driven_store,48272.029999999984,48272.029999999984,10.784628298592482,20052.290743490074,20052.290743490074,42.02035397532018,0.0020999393390175557,1357
tier_store_profile,B_holiday@Holiday_driven_store,96513.93000000005,96513.93000000005,11.47745299038585,19546.84490036916,19546.84490036916,-463.425489145593,-0.023159381663749274,1357
tier_store_profile,B_holiday@Tail_heavy_store,164.07999999999998,164.07999999999998,5.106430204884381,11022.936276869723,11022.936276869723,-5.086135883944735,-0.00046120108334770244,22841
tier_store_profile,B_holiday@Tail_heavy_store,13199.380000000023,13199.380000000023,9.488000896038889,11060.881081267182,11060.881081267182,32.8586685135142,0.002979561274332728,22841
